id,created,updated,name,org_id,parent_id,level
29,1567296000,1567296000,AG-MREC FACULTY PROGRAM 10,0492c6f6,eb56fa74,5
30,1567296000,1567296000,HA-ACADEMIC INFO SYS SUPPORT,d772474a,c5a640f7,5
31,1567296000,1567296000,VPBA-KIOSKS-GENERAL,1cb728ba,e485f7d4,6
32,1567296000,1567296000,BR-BRIDGES-INFORMATION SYSTEMS,adeaee09,75fc7960,5
33,1567296000,1567296000,PV-HIGHER EDUC OPPORT PROGRAM,79b777e8,5433ab61,7
34,1567296000,1567296000,LS-AUXILIARY ENTERPRISES,83c6ab1c,0b2a3166,6
35,1567296000,1567296000,HA-AHC XWEB SERVICES,ca067985,d772474a,6
36,1567296000,1567296000,PH-PROSPER AWARDEE NO 11,5ec96916,db2cf0f5,6
37,1567296000,1567296000,AG-INT PROG FACULTY PROGRAM 03,c5bed8f6,b7235d20,6
38,1567296000,1567296000,OR-ICBR-OTHER,326992ca,12062970,7
39,1567296000,1567296000,DN-ORTHODONTICS ADMIN,e87e88f5,823f4bd4,6
40,1567296000,1567296000,AG-ADMINISTRATION,0ac762ac,aa1dbe21,5
41,1567296000,1567296000,AG-OFFICE-SENIOR VICE PRES,656e16a9,b196f8f2,3
42,1567296000,1567296000,PC-RENTAL EVENTS,3ac5c1f6,717a3ad6,6
43,1567296000,1567296000,LS-INORGANIC DIVISION,ca271fe2,daaaf6b7,6
44,1567296000,1567296000,HH-HHP-PUBLIC RELATIONS,941fce4a,804e8559,6
45,1567296000,1567296000,HA-SYNC/ASYNC,969f8f1f,d772474a,6
46,1567296000,1567296000,PH-ENTPROGRAMS PHARM TRANS RES,e3b08645,29ba1593,5
47,1567296000,1567296000,AG-FLREC-FACULTY PROGRAM 15,0463a857,0b77b82f,5
48,1567296000,1567296000,BS-UF BOOKSTORE,374baa83,55c8c549,5
49,1567296000,1567296000,SA-EXPERIENTIAL EDUCATION,1b0e3a17,68d4efec,7
50,1567296000,1567296000,ED-CTR EXCEL EARLY CHILD STUD,15a109d0,815d1301,6
51,1567296000,1567296000,HH-TRSM-FACILITY MANAGEMENT,54f30682,276d1036,6
52,1567296000,1567296000,VM-ADMINISTRATION-GEN OFFICE,0745c2a6,7b94c590,6
53,1567296000,1567296000,MD-MED CENTRAL-OTHER,e4bfb9bc,5186ba4a,6
54,1567296000,1567296000,MD-OBGYN - HEALTHLY FAMILIES,08fea7d9,c29d6202,6
55,1567296000,1567296000,MD-CTSI-SVC CTR-BERD,ed3f804b,1525ff9e,6
56,1567296000,1567296000,PH-PROSPER AWARDEE NO 15,154402c0,db2cf0f5,6
57,1567296000,1567296000,HO-MALLORY,158201eb,7fa2e3b7,6
58,1567296000,1567296000,LW-ADMISSIONS,7b4f532e,43d96648,6
59,1567296000,1567296000,VM-ANATOMIC PATHOLOGY,9046a1f4,4a981ba6,5
60,1567296000,1567296000,MD-CANCER SURVIVOR PROGRAM,74122f3b,73f3f315,5
61,1567296000,1567296000,DN-PRICE,76cabcb1,bef801e2,5
62,1567296000,1567296000,AG-FRE FACULTY PROGRAM 30,fab1201a,8c965896,5
63,1567296000,1567296000,UFLEF-WLI SEMINARS,64d46bfe,99bb5a48,6
64,1567296000,1567296000,HO-RESIDENCE HALL RENT-SPRING,70637a34,248e852f,6
65,1567296000,1567296000,LS-CRIMINOLOGY-GENERAL,ef398cdf,730f1653,6
66,1567296000,1567296000,LW-MAINTENANCE,f1c07bcb,9f6ec8dc,6
67,1567296000,1567296000,AG-SWS FACULTY PROGRAM 22,7fea61a8,b1a233be,5
68,1567296000,1567296000,PV-BUDGET OFFICE,5433ab61,42068d61,6
69,1567296000,1567296000,HO-74 SERIES INVESTMENT-PURCH,1ae1ce8c,248e852f,6
70,1567296000,1567296000,AG-ENH FACULTY PROGRAM 04,dd260325,e0760376,5
71,1567296000,1567296000,AG-LEE,41d162f5,203c4d7f,6
72,1567296000,1567296000,AG-CREC-PROCESSING,883ecbe5,d3a374f4,5
73,1567296000,1567296000,FS-FIN HC UTILITIES,ea968de1,44a51c59,6
74,1567296000,1567296000,DSO-UAA-MEN'S ATHLETICS,e378792c,99a3d4f1,6
75,1567296000,1567296000,NH-MAMMALS,76a5c17e,d8e8a676,6
76,1567296000,1567296000,SA-HEALTH FEE RESERVE,b8b01f98,d906714d,6
77,1567296000,1567296000,HO-BUCKMAN,f0f21ccb,31460688,6
78,1567296000,1567296000,SG-GATOR LOAN,9535c31e,429a7be2,6
79,1567296000,1567296000,BA-MAN EP FUNDING,e7f31a48,1ebe1cd9,7
80,1567296000,1567296000,HA-IT-SECURITY,365fca12,d772474a,6
81,1567296000,1567296000,PH-DC SAL OFFSET-PHARMACEUTICS,f0b9e649,43b54327,5
82,1567296000,1567296000,PH-DC STUP-MEDICINAL CHEM FAC1,34be9432,5de3916e,5
83,1567296000,1567296000,PH-DEANS COMMITMENTS PD,b3402952,d48165ef,5
84,1567296000,1567296000,AG-SWFREC-IMMOKALEE FAC-20,57c0a41a,bdd5c2d7,5
85,1567296000,1567296000,SA-S.M.I.L.E.S. PROGRAM,b706a1e4,68d4efec,7
86,1567296000,1567296000,BA-BUS COMM EP FUNDING,8d9f2a53,ca8f1358,7
87,1567296000,1567296000,MD-MEDICINE-ADMIN-SCRIBE PGM,b58fac30,bddacd93,6
88,1567296000,1567296000,MD-OBGYN - WIC,e0058ad2,c29d6202,6
89,1567296000,1567296000,DN-EASTSIDE,4d6dc81a,4de56777,5
90,1567296000,1567296000,UP-ROYALTIES,29f4b217,64757088,5
91,1567296000,1567296000,AG-PLP FACULTY PROGRAM 17,1bc3041f,46732081,5
92,1567296000,1567296000,BS-ADMIN-GATOR DINING DEF,4730a965,ae1fea25,6
93,1567296000,1567296000,LS-JEWISH STUDIES,0a18cdea,2259fb8b,5
94,1567296000,1567296000,MD-MED CENTRAL-ADMINISTRATION,47d66308,5186ba4a,6
95,1567296000,1567296000,UFLEF-WLI OFFICE,16044465,99bb5a48,6
96,1567296000,1567296000,HA-IS VP,3bedb88e,d772474a,6
97,1567296000,1567296000,MD-BIOETHICS  LAW / MEDICINE,6ea6b1b3,83688e11,5
98,1567296000,1567296000,LB-ASIAN STUDIES BIBLIOGRAPHER,6b72e3e6,d6ccdbf0,6
99,1567296000,1567296000,AG-PLANT DISEASE DIAGNOSTC CTR,19c9f3b6,bdd5c2d7,5
100,1567296000,1567296000,EM-ADMINISTRATION PUBLICATIONS,23c1b60e,659b27b9,6
101,1567296000,1567296000,SA-CAREER NETWORKS,68d4efec,0afeccf9,6
102,1567296000,1567296000,CJC-FM-MEMBERSHIP/FUNDRAISING,43a73ac9,eda24ef5,7
103,1567296000,1567296000,PH-PROSPER AWARDEE NO 13,d69cb11b,db2cf0f5,6
104,1567296000,1567296000,PH-DC STUP-PH TR RES FAC15,4d0f318d,29ba1593,5
105,1567296000,1567296000,DN-ORTHODONTICS RESIDENT,cd6ef464,823f4bd4,6
106,1567296000,1567296000,AG-SOUTH DISTRICT,e6d3e441,abe074c9,6
107,1567296000,1567296000,AG-PRINT NEWS UNIT,415a9318,cde339ef,6
108,1567296000,1567296000,IT-AT MEDIA LIBRARY,983e18b5,989b9728,5
109,1567296000,1567296000,LW-CTR-DISPUTE RESOLUTION,ac555533,839be484,5
110,1567296000,1567296000,DN-ORTHODONTICS RESEARCH,2e390f28,823f4bd4,6
111,1567296000,1567296000,SH-CAPITAL INVESTMENTS,5fcbbf08,1ba8b07d,5
112,1567296000,1567296000,AG-GCREC-FIELD OPERATIONS,704a44ba,7a88a123,5
113,1567296000,1567296000,FPC-FINANCE / ADMINISTRATION,cd1dd013,8a552d9b,6
114,1567296000,1567296000,SA-CAREER NETWORKS-GENERAL,b1f34417,68d4efec,7
115,1567296000,1567296000,IT-AT CHARGE SERVICES,517378e0,8d2c67d7,6
116,1567296000,1567296000,CJC-FM-CORPORATE SUPPORT,0b9673f9,eda24ef5,7
117,1567296000,1567296000,VM-ADMINISTRATION,7b94c590,57f1b2d0,5
118,1567296000,1567296000,MD-MED CENTRAL-EXEC HLTH CTR,ff56ebc2,5186ba4a,6
119,1567296000,1567296000,MD-OBGYN-FIRST AVENUE SERVICES,c29d6202,0da880a8,5
120,1567296000,1567296000,PH-PROSPER AWARDEE NO 14,4a16efda,db2cf0f5,6
121,1567296000,1567296000,PH-DC SAL OFST-PH TR RES FAC15,90deba11,29ba1593,5
122,1567296000,1567296000,SH-ORTHOPEDICS,12d1e344,6c94b599,5
123,1567296000,1567296000,AG-ENH FACULTY PROGRAM 05,a7ad2bb6,e0760376,5
124,1567296000,1567296000,AG-FPO-IFAS ADMIN,f050bff7,af31bebf,6
125,1567296000,1567296000,IA-GENERAL EXPENSE-EMP BENEFIT,5002c398,7d6e4cd5,6
126,1567296000,1567296000,UPD-TOWING OPERATIONS,bd9698f8,adc85367,6
127,1567296000,1567296000,CON-FACILITIES SERVICES,10375e41,60efbc61,5
128,1567296000,1567296000,UFLEF-WLI WEDGWORTH LEADERSHIP,e7cc05bb,99bb5a48,6
129,1567296000,1567296000,SG-JAMAICAN AMERICN STUDENT,85b9cb7e,429a7be2,6
130,1567296000,1567296000,HA-TEACHING LABS,2771ca0a,d772474a,6
131,1567296000,1567296000,MD-PATHOLOGY-FORENSIC,7b58181b,95d30157,5
132,1567296000,1567296000,HP-CLINICAL PSYCHOLOGY-GEN,3499fa40,306f34b3,5
133,1567296000,1567296000,AG-INT PROG FACULTY PROGRAM 02,09286987,b7235d20,6
134,1567296000,1567296000,AG-SWFREC-IMMOKALEE FAC-25,42b275c1,bdd5c2d7,5
135,1567296000,1567296000,UPD-SNAP,1dde0672,95155405,6
136,1567296000,1567296000,UB-STUDENT HEALTH FEES,ae89ce8c,701fe240,5
137,1567296000,1567296000,PV-EMPLOYEE EDUC PROGRAM,63739769,5433ab61,7
138,1567296000,1567296000,BA-CAREER SERVICES OFFICE,e8476211,a18990af,6
139,1567296000,1567296000,CJC-WRUF-RADIO STATION,337c1805,a736b188,5
140,1567296000,1567296000,MD-OBGYN-MIECHV,e5e716bc,c29d6202,6
141,1567296000,1567296000,JX-OB/GYN-JACKSONVILLE-GENERAL,4f6b04ac,926d808b,5
142,1567296000,1567296000,PH-PROSPER AWARDEE NO 10,638509a7,db2cf0f5,6
143,1567296000,1567296000,EMT-EMERGENCY MGMT-UF ALERT,b3577216,8092d891,6
144,1567296000,1567296000,CREF-AGRICULTUAL OPERATIONS,bd73a455,234e5197,6
145,1567296000,1567296000,DN-ORTHODONTICS GENERAL,823f4bd4,ebe92d18,5
146,1567296000,1567296000,AG-FLREC-FACULTY PROGRAM 14,aa6490c7,0b77b82f,5
147,1567296000,1567296000,UPD-ADMINISTRATION,9e6bddb0,16f5fffd,6
148,1567296000,1567296000,RU-CAMPUS COPY FAX AND PACK,6c34b0dc,4f2baa01,5
149,1567296000,1567296000,HA-AHC ESE,31490a10,d772474a,6
150,1567296000,1567296000,PH-OFFSET COMMITMENTS PD,a038ea5b,d48165ef,5
151,1567296000,1567296000,PH-STUDENT AFFAIRS-GENERAL,b00625df,3afc691a,5
152,1567296000,1567296000,AG-SWS FACULTY PROGRAM 21,665d1e89,b1a233be,5
153,1567296000,1567296000,FS-OPER EG GROUNDS-CONTR SRVC,78633f41,98827253,6
154,1567296000,1567296000,EHS-PEST CONTROL,ad84e502,0bf3bd52,6
155,1567296000,1567296000,SA-CCC WORKSHOP PROGRAMS,a9e9b086,68d4efec,7
156,1567296000,1567296000,OR-FLORIDA INNOVATION HUB,2cb6e241,a55c732f,5
157,1567296000,1567296000,BA-CTR FOR MGT COMM,4f847ee6,ca8f1358,7
158,1567296000,1567296000,MD-MEDICINE-ADMINISTRATION,5186ba4a,c3edab40,5
159,1567296000,1567296000,MD-SURGERY-PLASTIC,f4d5f9d2,30a66181,5
160,1567296000,1567296000,PH-CTR DRUG REACTN RSRCH EDUC,6d6c6ad8,43b54327,5
161,1567296000,1567296000,IA-PAYROLL HOLDING,9484c83a,a84fb3d4,5
162,1567296000,1567296000,CRR-CTRB BONDS,c130ddce,e7ee83c8,6
163,1567296000,1567296000,MD-MED CENTRAL-HOUSESTAFF,1fdf6245,5186ba4a,6
164,1567296000,1567296000,SG-BOCC,4e97bc65,16190f1b,6
165,1567296000,1567296000,LS-LLC  ARABIC,355004b0,6cabd9ff,6
166,1567296000,1567296000,HA-INFORMATION TECHNOLOGY,03a6e8ba,d772474a,6
167,1567296000,1567296000,FS-ITS,752d14eb,44a51c59,6
168,1567296000,1567296000,PV-RESERVES,cc392ba6,5433ab61,7
169,1567296000,1567296000,GR-MCKNIGHT FELLOWSHIP,1529cb40,1d4ef3f9,6
170,1567296000,1567296000,IT-AT LEARNING SPACES CUST SVC,185d7f04,51bd84fe,7
171,1567296000,1567296000,LS-COLLEGE DEVELOPMENT,a985c2d2,f1eabf62,6
172,1567296000,1567296000,LS-ENGLISH LANGUAGE INSTITUTE,e6e26289,83c6ab1c,7
173,1567296000,1567296000,ED - DISTANCE LEARNING SSC,13b666aa,5970312c,6
174,1567296000,1567296000,EG-GRADUATE RECRUITING,fdcf812b,515757c0,7
175,1567296000,1567296000,MD-HEALTH OUTCOMES & BMI,d0ad7cb9,ed7dea15,4
176,1567296000,1567296000,HA-INTEGRATED DATA REPOSITORY,c9ff3b95,d772474a,6
177,1567296000,1567296000,PH-PROSPER AWARDEE NO 12,1cd8e4b9,db2cf0f5,6
178,1567296000,1567296000,AG-PLP FACULTY PROGRAM 16,756a91e9,46732081,5
179,1567296000,1567296000,GR-UF CHILE CENTER,55221114,65cde5a4,6
180,1567296000,1567296000,LS-AFRICAN / ASIAN-GENERAL,96d33196,22c718b7,6
181,1567296000,1567296000,MD-RADIATION THERAPY,8430a4a8,8da0238f,5
182,1567296000,1567296000,DN-ORTHODONTICS STUDENT,2c3dbe69,823f4bd4,6
183,1567296000,1567296000,AG-FRE FACULTY PROGRAM 31,4c9f1d07,8c965896,5
184,1567296000,1567296000,COTA-CAPP-CTR ARTS/PUBLIC POLI,eb34edcd,838de808,6
185,1567296000,1567296000,BA-MANAGEMENT BUS OFFICE,1ebe1cd9,3dc332dc,6
186,1567296000,1567296000,HA-HEALTHNET,4c589c61,d772474a,6
187,1567296000,1567296000,PH-DC STARTUP-PHARMACEUTICS FA,73086d1e,43b54327,5
188,1567296000,1567296000,SA-CAREER EVENTS,d7c8b686,68d4efec,7
189,1567296000,1567296000,COTA-ART-DIRECTOR,a06b4d8f,cabf264e,6
190,1567296000,1567296000,BA-BUSINESS COMMUNICATIONS,ca8f1358,54f34365,6
191,1567296000,1567296000,CJC-FM-COMMUNICATIONS,85e2b4b6,eda24ef5,7
192,1567296000,1567296000,VM-ADMINISTRATION-OTHER,b30ca397,7b94c590,6
193,1567296000,1567296000,MD-MEDICINE ADMIN-PENSACOLA,7411cb1e,5186ba4a,6
194,1567296000,1567296000,MD-OBGYN - PSYCHO-SOCIAL,27c33781,c29d6202,6
195,1567296000,1567296000,MD-CTSI SERVICE CTR DATA CTR,22860091,ed3f804b,7
196,1567296000,1567296000,AG-AQUATIC PLANT,bafafb2c,46732081,5
197,1567296000,1567296000,IT-CNS SS SPECIAL PROJECTS,e46b4132,4380cb9b,7
198,1567296000,1567296000,DCP-RESEARCH OFFICE,eecb059d,46c4eeb3,6
199,1567296000,1567296000,AG-NEMATOLOGY,d83e10a6,952cbea3,5
200,1567296000,1567296000,AG-COUNTY OPERATIONS,8a1fb5a0,63e0e221,4
201,1567296000,1567296000,AG-MREC FACULTY PROGRAM 11,4589915e,eb56fa74,5
202,1567296000,1567296000,UFLEF-WLI ALUMNI,5057f6fb,99bb5a48,6
203,1567296000,1567296000,DCP-ARCHITECTURE-ADMIN,487cfae6,3f7cdfa0,6
204,1567296000,1567296000,LS-GEOLOGY CLAS START-UP,af038817,e311392a,7
205,1567296000,1567296000,LB-HUM / SOC SCI-CHAIR,13a2b328,2774602d,6
206,1567296000,1567296000,RREA FUNDS - CURRENT YEAR,6313dd11,ab75f67c,7
207,1567296000,1567296000,RU-FLORIDA ALTERNATIVE BREAK,4a236b2d,4f2baa01,5
208,1567296000,1567296000,OR-RE RESEARCH AND EDUCATION,22a8ebbc,0e76b5bd,6
209,1567296000,1567296000,DCP-CTR FOR INTL DESIGN & PLAN,46029ac3,c829a01b,6
210,1567296000,1567296000,LS-YOURBA,649ff4d0,22c718b7,6
211,1567296000,1567296000,LS-GEOGRAPHY-DC,aefc2c81,f5bc9ff8,6
212,1567296000,1567296000,ED-LASTINGER WINNING READING,37cbd95d,21062ede,7
213,1567296000,1567296000,MD-CTSI COMMUNICATION RESEARCH,34753b68,72a472be,6
214,1567296000,1567296000,LB-SUPPORT SERVICES,b2e228d5,8f20624f,6
215,1567296000,1567296000,AG-TREC-HOMESTEAD,f14eb360,4bccebfc,4
216,1567296000,1567296000,UPD-NON FEDERAL FORFEITURES,c68c67ef,58d1beb8,7
217,1567296000,1567296000,JX-HOUSESTAFF,29055693,d41183ad,6
218,1567296000,1567296000,PH-DC STUP-PHARM OUTCOMES FAC5,fa7e0ab6,3b2bdba5,5
219,1567296000,1567296000,SA-CARE TEAM,4df7a05e,277f361b,7
220,1567296000,1567296000,MD-CTSI CLIN TRIALS MGT SYSTEM,fed4dab2,72a472be,6
221,1567296000,1567296000,PH-DC STUP-PHARM TRAN RES FAC1,2c32f534,29ba1593,5
222,1567296000,1567296000,AG-SWS FACULTY PROGRAM 15,25b751f9,b1a233be,5
223,1567296000,1567296000,AG-FYCS FACULTY PROGRAM 07,99fe49dd,bdb290fb,5
224,1567296000,1567296000,AG-EDUCATION DEPARTMENT,b1cb3604,eb56fa74,5
225,1567296000,1567296000,HA-MBI ADMINISTRATION,27ac65e5,1f991659,5
226,1567296000,1567296000,MD-CTSI SECIM ADMIN SUPPORT,27e225da,72a472be,6
227,1567296000,1567296000,SH-MEDICAL RECORDS,bfc764d6,13860b8f,6
228,1567296000,1567296000,TC-TREAS COAST AGRICULTURAL FD,334e631d,aa50c0d4,5
229,1567296000,1567296000,SG-ACCENT,7419b84a,429a7be2,6
230,1567296000,1567296000,IT-CNS DC-DATA CENTER,46d35665,3e205c02,6
231,1567296000,1567296000,LS-SOCIAL,ed77a75f,b6174fba,6
232,1567296000,1567296000,AG-AEC-FACULTY-PROGRAM 08,c3d350f8,edd46975,5
233,1567296000,1567296000,GB-MAJOR GIFTS,c16d6216,488e6e11,5
234,1567296000,1567296000,OAK HAMMOCK  RESIDENT,bd71c7a2,7dd1a2f1,4
235,1567296000,1567296000,TT-FULL SERVICE,37ab2376,ca231d3f,6
236,1567296000,1567296000,NH-MUSEUM TECHNOLOGY,5fdfc777,2508f123,6
237,1567296000,1567296000,4H-UFF EARNINGS ON ENDOWMENTS,9916f646,f80db7dd,6
238,1567296000,1567296000,PV-ONLINE LEARNING INSTITUTE,2bb4c222,86c0f8e7,5
239,1567296000,1567296000,IT-CNS-NS-WALLPLATE,cac71cbb,f0e4f160,7
240,1567296000,1567296000,EG-NIMET-UFNF (NANO AUX FAC),251661ae,4d3a4ded,6
241,1567296000,1567296000,VM-RESIDENT SUPPORT,e2a66e5c,75f95c62,5
242,1567296000,1567296000,MD-NEUROLOGY-EPILEPSY,1b470e88,d018fd60,5
243,1567296000,1567296000,TT-HUMANITIES COMMON COURSE,c78c4e96,cfbe8d24,6
244,1567296000,1567296000,NH-ADMINISTRATION,0208c272,d8e8a676,6
245,1567296000,1567296000,HN-DEVELOPMENT,6810a805,4ff2d99b,6
246,1567296000,1567296000,LS- ECON START-UP,f1faf33a,feed9f5f,7
247,1567296000,1567296000,JX-DEAN-ADMINSTRATION-GENERAL,44daa9b0,d41183ad,6
248,1567296000,1567296000,SH-PHARMACY OFFICE,e905f2bb,8172acfa,6
249,1567296000,1567296000,FA-CONTROLLER'S OFFICE,70ae57d0,e5a4a0e5,5
250,1567296000,1567296000,HH-APK-CLINICAL EXER PHYSIOLOG,47694c24,f038ea68,6
251,1567296000,1567296000,SH-INFORMATION TECHNOLOGY,8aed4634,13860b8f,6
252,1567296000,1567296000,AG-AGR FACULTY PROGRAM 10,36c7fa6e,6fe49ee7,5
253,1567296000,1567296000,AG-MICROBIOLOGY / CELL SCI,ecdff484,0df956be,4
254,1567296000,1567296000,PV-CTR FOR UNDERGRAD RES GRANT,79097e39,5b42dc1a,7
255,1567296000,1567296000,MD-CTSI CLINICAL METABOLOMICS,585fabdd,72a472be,6
256,1567296000,1567296000,UPD-FORFEITURE TRUST FUNDS,58d1beb8,2adde85e,6
257,1567296000,1567296000,VP-HUMAN RESOURCES,c752b3f6,709b3f0b,3
258,1567296000,1567296000,EG-FHTCC MATCH FOR TAO CONNECT,e89f0551,9932210c,7
259,1567296000,1567296000,FS-DIRECTORS OFC,6f390df9,16c8c44e,5
260,1567296000,1567296000,HO-REFRIGERATION,1efd35c7,d802d763,6
261,1567296000,1567296000,LS-WOMEN'S STUDIES-DC,233644bc,de9b03ad,6
262,1567296000,1567296000,MD-CTSI-RECRUITMENT CENTER,3736484c,72a472be,6
263,1567296000,1567296000,UP-FINANCE,56a762a9,bda9115c,7
264,1567296000,1567296000,IS-INNOVATION SQUARE CORPORATE,44cfbb39,af63bac3,6
265,1567296000,1567296000,IA-STRATEGIC FUND HOLDING,0ba2c58a,18420c59,6
266,1567296000,1567296000,EG-COMPUTER / INFO SCI & ENG,623de607,e9ce2421,5
267,1567296000,1567296000,MD-BIOCHEM / MOLECULAR BIOL,5c8c2866,ed7dea15,4
268,1567296000,1567296000,NR-PR / COMMITTEES,c5511e82,1e368937,6
269,1567296000,1567296000,FS-OPER EG B-MNT-STEAM,4524f352,8f833575,6
270,1567296000,1567296000,SH-ADMINISTRATIVE OFFICE,925861ab,13860b8f,6
271,1567296000,1567296000,AG-ADMINISTRATION,740b8083,b1a233be,5
272,1567296000,1567296000,AG-PIE FACULTY PROGRAM 05,9b7b4e48,b253a254,5
273,1567296000,1567296000,EG-PERSONNEL / PAYROLL,aa18d1bb,f9972c48,6
274,1567296000,1567296000,HH-APK-SPRT / EXERCISE PSYCH,ee6d2f49,f038ea68,6
275,1567296000,1567296000,SH-PERSONNEL,a2a29327,13860b8f,6
276,1567296000,1567296000,AG-AGR FACULTY PROGRAM 11,84557b45,6fe49ee7,5
277,1567296000,1567296000,DSO-SHANDS VISTA,1951fc5b,1ff6f39e,7
278,1567296000,1567296000,MD-PEDS-ICS,3114fcad,fd96a253,5
279,1567296000,1567296000,MD-CANCER CENTER,73f3f315,ed7dea15,4
280,1567296000,1567296000,NR-ALUMNI AFFAIRS,0783957c,1e368937,6
281,1567296000,1567296000,HO-59 SAMAS FID 330021,1820995f,36819570,6
282,1567296000,1567296000,LS-CAIRE CTR ADAPT INNOV  GEN,36627671,91037526,6
283,1567296000,1567296000,EG-LIGHTNING RES / TESTING,3a1c9df1,aaa27f30,6
284,1567296000,1567296000,AG-SWS FACULTY PROGRAM 14,d9544ad7,b1a233be,5
285,1567296000,1567296000,AG-FYCS FACULTY PROGRAM 06,4f2af454,bdb290fb,5
286,1567296000,1567296000,EG-INDUSTRIAL ASSESSMENT CNTR,6650d60d,9d7653dc,6
287,1567296000,1567296000,MD-CTSI-NETWORK SCIENCE,77beeb96,72a472be,6
288,1567296000,1567296000,VPBA-VP-INNOVATION SQUARE,668e4243,eb4d8ae4,6
289,1567296000,1567296000,RU-JWRU HOTEL,e1e6cbb0,4f2baa01,5
290,1567296000,1567296000,LS-LINGUISTICS CLAS START-UP,cc84be0a,2dbc894a,7
291,1567296000,1567296000,HA-SUPPORT STAFF,adca59fc,f11130b5,5
292,1567296000,1567296000,VM-ZOOLOGICAL MED,e568c9dc,5df0a579,5
293,1567296000,1567296000,VM-VMTH,75f95c62,735fa133,4
294,1567296000,1567296000,MD-DEAN EXTERNAL RELATIONS,c539dda6,7a415d74,5
295,1567296000,1567296000,JX-FRINGE,c0afb62a,d41183ad,6
296,1567296000,1567296000,SH-RESEARCH OFFICE,fecdb813,13860b8f,6
297,1567296000,1567296000,HR-TRAINING-DEVELOPMENT,835323cf,34141e50,6
298,1567296000,1567296000,GR-GRAD SCHOOL ADMINISTRATION,4a0f1b90,65cde5a4,6
299,1567296000,1567296000,COTA-DEAN DISCRETIONARY,dbe37e3f,c1ce07d5,7
300,1567296000,1567296000,LS-COURSE FEES,735a4700,b70c4b5e,7
301,1567296000,1567296000,BA-BEBR INFO / PUBLICATIONS,bc4ab755,9948392a,6
302,1567296000,1567296000,MD-UNIV-FLORIDA-PHYSICIANS,8da0238f,ed7dea15,4
303,1567296000,1567296000,DN-INFORMATION / PR,d4f2aced,4a3df495,6
304,1567296000,1567296000,LB-DISSERTATION/THESIS,3f285bf2,3cd5d108,6
305,1567296000,1567296000,HO-EAST HALL,f6c5bcac,4a5d8522,6
306,1567296000,1567296000,COTA-DEAN'S OFFICE-GEN ADMIN,c1ce07d5,838de808,6
307,1567296000,1567296000,MD-UFHCC NCI DESIGNATION,1b5837d3,73f3f315,5
308,1567296000,1567296000,NR-WMN CHILD / FAM MUTA & GTA,6f6866b4,6507d889,6
309,1567296000,1567296000,SH-TRANSCRIPTION,cbfe1ba9,9751a75e,6
310,1567296000,1567296000,AG-QUINCY FACULTY PROGRAM 10,4c5548d4,e96c66ba,5
